City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Najran,SA,17.4924,44.1277,78.26,49,78,14.23,broken clouds
347,Alofi,NU,-19.0595,-169.9187,76.35,65,18,24.76,few clouds
348,General Roca,AR,-39.0333,-67.5833,37.8,47,41,7.09,scattered clouds
349,Repedea,RO,47.8333,24.4,63.43,88,6,3.33,clear sky
350,Srednekolymsk,RU,67.45,153.6833,45.68,52,100,8.63,overcast clouds
351,Reo,BF,12.3167,-2.4667,77.54,73,98,10.22,overcast clouds
352,Price,US,39.5994,-110.8107,74.46,49,1,9.22,clear sky
353,Linguere,SN,15.3953,-15.1193,80.31,77,100,4.7,overcast clouds
354,Nanortalik,GL,60.1432,-45.2371,45.28,93,100,6.85,moderate rain
355,Onega,RU,63.9061,38.1404,57.87,94,100,6.78,overcast clouds
356,Teya,RU,60.3778,92.6267,68.14,57,73,4.18,broken clouds
357,Sao Desiderio,BR,-12.3633,-44.9733,64.76,52,91,5.88,overcast clouds
358,Melo,UY,-32.3667,-54.1833,44.24,92,0,4.99,clear sky
359,Khon Kaen,TH,16.5,102.0833,78.42,83,100,6.02,overcast clouds
360,Harrison,US,30.4091,-89.0436,78.87,90,1,4.61,clear sky
361,Cibitung,ID,-7.119,107.1309,79.7,67,35,2.3,scattered clouds
362,Balancan,MX,17.8,-91.5333,80.96,71,68,7.2,broken clouds
363,Imeni Babushkina,RU,59.7573,43.1285,59.29,98,98,4.9,overcast clouds
364,Buriti Dos Lopes,BR,-3.175,-41.8669,71.37,95,71,1.21,broken clouds
365,Manta,EC,-0.95,-80.7333,71.44,86,27,13.38,scattered clouds
366,Makrakomi,GR,38.9333,22.1167,89.71,27,0,3.83,clear sky
367,Southbridge,US,42.0751,-72.0334,66.2,89,64,3.91,broken clouds
368,Ust-Nera,RU,64.5667,143.2,61.92,38,2,4.79,clear sky
369,Shangzhi,CN,45.2167,127.9667,77.58,90,100,4.29,overcast clouds
370,Severo-Yeniseyskiy,RU,60.3725,93.0408,66.58,50,70,4.79,broken clouds
371,Blagoyevo,RU,63.3667,47.9167,57.88,95,99,4.63,moderate rain
372,Mandalgovi,MN,45.7625,106.2708,71.01,30,88,16.26,overcast clouds
373,Davlekanovo,RU,54.2215,55.0343,66.22,48,100,2.95,overcast clouds
374,Bandarbeyla,SO,9.4942,50.8122,81.03,65,18,29.33,few clouds
375,Moose Factory,CA,51.2585,-80.6094,51.35,80,99,3.04,overcast clouds
376,Fortuna,US,40.5982,-124.1573,62.91,83,1,1.99,clear sky
377,Haag,NL,52.0767,4.2986,58.95,85,7,1.01,clear sky
378,Kikwit,CD,-5.041,18.8162,71.29,29,100,1.9,overcast clouds
379,Bako,ET,5.7833,36.5667,63.32,63,92,6.6,overcast clouds
380,Port Hedland,AU,-20.3167,118.5667,73.45,25,0,20.71,clear sky
381,Kotlas,RU,61.2611,46.6556,60.44,98,84,7.16,broken clouds
382,Budingen,DE,50.3,9.1167,58.26,96,35,1.52,scattered clouds
383,Erenhot,CN,43.6475,111.9767,72.61,37,99,11.18,overcast clouds
384,Tuatapere,NZ,-46.1333,167.6833,44.82,93,100,4.43,light rain
385,Orange,US,33.7,-117.7675,91.72,59,1,1.99,clear sky
386,San Patricio,US,28.017,-97.5169,86.09,71,2,14.79,clear sky
387,Aklavik,CA,68.2191,-135.0107,70.86,55,100,9.64,overcast clouds
388,Manbij,SY,36.5281,37.9549,81.37,38,1,11.88,clear sky
389,Vanimo,PG,-2.6741,141.3028,85.59,66,42,4.97,scattered clouds
390,Shimoda,JP,34.6667,138.95,86.11,71,81,10.25,broken clouds
391,Constitucion,CL,-35.3333,-72.4167,53.28,60,0,4.85,clear sky
392,Zambezi,ZM,-13.5432,23.1047,51.31,64,12,5.48,few clouds
393,Elliot Lake,CA,46.3834,-82.6331,55.38,77,83,5.12,broken clouds
394,Ahtopol,BG,42.1,27.95,70.27,55,0,4.52,clear sky
395,Talcahuano,CL,-36.7167,-73.1167,47.88,93,0,8.05,clear sky
396,Jefferson City,US,38.5767,-92.1735,75.13,91,0,6.33,clear sky
397,Klaksvik,FO,62.2266,-6.589,47.32,80,97,3.98,overcast clouds
398,Camacha,PT,33.0833,-16.3333,68.76,83,40,13.8,scattered clouds
399,Victoria,HK,22.2855,114.1577,89.96,86,100,1.99,light rain
400,Riyadh,SA,24.6877,46.7219,86.14,12,4,7.63,clear sky
401,Ginir,ET,7.1333,40.7,58.35,71,94,11.48,overcast clouds
402,Estelle,US,29.8458,-90.1067,84.2,77,40,0.0,scattered clouds
403,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.01,76,100,1.74,overcast clouds
404,Quixada,BR,-4.9714,-39.0153,70.45,67,37,3.78,scattered clouds
405,San Francisco,US,37.7749,-122.4194,72.12,76,20,1.99,few clouds
406,Whitehorse,CA,60.7161,-135.0538,86.02,20,7,8.01,clear sky
407,Tadine,NC,-21.55,167.8833,70.29,58,48,15.03,scattered clouds
408,Coffs Harbour,AU,-30.3,153.1333,65.14,75,90,8.05,overcast clouds
409,Roald,NO,62.5833,6.1333,53.01,87,40,4.61,scattered clouds
410,Soure,BR,-0.7167,-48.5233,78.17,80,64,8.46,broken clouds
411,Hobyo,SO,5.3505,48.5268,76.26,78,6,19.84,clear sky
412,Rajanpur,PK,29.1035,70.325,92.32,50,49,16.73,scattered clouds
413,Mount Isa,AU,-20.7333,139.5,91.17,24,1,11.5,clear sky
414,Pafos,CY,34.7667,32.4167,78.58,31,0,6.91,clear sky
415,Brewster,US,41.3973,-73.6171,69.06,95,86,2.44,overcast clouds
416,Gizo,SB,-8.103,156.8419,81.12,79,35,11.99,light rain
417,Patu,BR,-6.11,-37.6367,72.16,64,23,16.4,few clouds
418,Loikaw,MM,19.6742,97.2094,70.84,92,100,1.79,overcast clouds
419,Lakatoro,VU,-16.0999,167.4164,74.57,60,60,10.58,broken clouds
420,Parauna,BR,-16.9478,-50.4486,66.63,53,0,6.26,clear sky
421,Aksu,CN,41.1231,80.2644,83.66,11,97,6.46,overcast clouds
422,Phonhong,LA,18.5007,102.4166,87.62,93,100,1.68,overcast clouds
423,Leninskoye,KZ,41.7589,69.3864,84.13,19,85,2.26,overcast clouds
424,Asau,RO,46.4333,26.4,72.39,80,31,5.99,light rain
425,Tabat,ID,-2.635,115.2274,90.93,51,74,0.4,broken clouds
426,Pak Phanang,TH,8.3511,100.202,90.03,56,83,10.71,broken clouds
427,Nouadhibou,MR,20.931,-17.0347,69.37,86,8,15.99,clear sky
428,Itarema,BR,-2.9248,-39.9167,74.82,67,25,8.03,scattered clouds
429,Zhicheng,CN,30.2956,111.5047,90.93,63,68,4.36,light rain
430,Havoysund,NO,70.9963,24.6622,45.48,88,97,15.21,overcast clouds
431,Port-Cartier,CA,50.0334,-66.8654,58.75,84,75,5.53,broken clouds
432,Sorumsand,NO,59.9851,11.2398,55.11,66,100,7.76,overcast clouds
433,Bacungan,PH,9.9106,118.7022,87.82,64,59,11.61,broken clouds
434,Dingle,PH,10.9995,122.6711,88.81,63,98,16.82,overcast clouds
435,Dzhubga,RU,44.3211,38.7039,75.18,85,6,5.19,clear sky
436,Mezen,RU,65.8522,44.24,52.47,73,100,5.68,overcast clouds
437,Coquimbo,CL,-29.9533,-71.3436,58.53,70,0,3.09,clear sky
438,Daru,PG,-9.0763,143.2092,80.15,66,6,13.47,clear sky
439,Hun,LY,29.1268,15.9477,79.39,29,0,3.58,clear sky
440,Xining,CN,36.6167,101.7667,75.16,42,60,6.42,broken clouds
441,Sinnamary,GF,5.3833,-52.95,77.4,86,9,8.01,clear sky
442,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.61,71,66,6.8,broken clouds
443,Avera,US,33.194,-82.5271,84.7,77,19,5.82,few clouds
444,Cintalapa,MX,16.6951,-93.7272,71.22,98,100,2.91,overcast clouds
445,Busembatia,UG,0.7697,33.6131,65.73,80,100,4.45,overcast clouds
446,Jalu,LY,29.0331,21.5482,82.36,38,1,6.71,clear sky
447,Balkanabat,TM,39.5108,54.3671,88.5,13,7,5.61,clear sky
448,Naranjal,EC,-2.6667,-79.6167,73.78,83,7,3.13,clear sky
449,Vetluzhskiy,RU,58.3902,45.4654,62.64,91,100,5.79,overcast clouds
450,Bogatyye Saby,RU,56.0102,50.4483,65.98,70,80,5.21,broken clouds
451,San Ramon,US,37.7799,-121.978,72.48,66,1,1.01,clear sky
452,Mount Gambier,AU,-37.8333,140.7667,58.91,58,0,21.85,clear sky
453,Sanmenxia,CN,34.7747,111.1814,86.52,60,45,13.33,scattered clouds
454,Klyuchi,RU,52.2667,79.1667,77.77,44,16,7.96,few clouds
455,Carutapera,BR,-1.195,-46.02,72.54,89,54,2.17,broken clouds
456,Shar,KZ,49.5886,81.0453,82.94,23,20,8.63,few clouds
457,Big Spring,US,32.2504,-101.4787,77.23,79,1,1.01,clear sky
458,Noumea,NC,-22.2763,166.4572,73.38,56,3,8.9,clear sky
459,Tomatlan,MX,19.9333,-105.25,77.67,85,76,1.92,broken clouds
460,Bonnyville,CA,54.2668,-110.735,83.88,30,100,6.58,overcast clouds
461,Marawi,PH,7.9986,124.2928,83.79,55,76,4.94,broken clouds
462,Fairbanks,US,64.8378,-147.7164,77.09,60,20,3.44,few clouds
463,Collie,AU,-33.3667,116.15,50.99,55,76,6.38,broken clouds
464,Barkot,IN,30.8167,78.2,77.18,79,72,1.16,broken clouds
465,Belyy Yar,RU,53.6039,91.3903,69.69,64,0,4.47,clear sky
466,Gornopravdinsk,RU,60.05,69.9,63.54,93,92,4.12,light rain
467,Chaozhou,CN,23.6651,116.6379,95.0,54,67,1.97,light rain
468,Saquarema,BR,-22.92,-42.5103,59.95,83,10,8.77,clear sky
469,Enterprise,US,36.0252,-115.2419,96.1,30,1,8.05,clear sky
470,Port Moresby,PG,-9.4431,147.1797,80.83,64,13,12.53,few clouds
471,Alyangula,AU,-13.8483,136.4192,80.65,65,1,10.96,clear sky
472,Kula,TR,38.5473,28.6498,67.87,43,0,3.51,clear sky
473,Bar-Le-Duc,FR,48.75,5.1667,57.58,91,99,5.21,overcast clouds
474,Grong,NO,64.4654,12.3149,41.32,95,12,3.29,few clouds
475,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,90,59,10.18,broken clouds
476,Salina Cruz,MX,16.1667,-95.2,81.61,74,100,11.68,overcast clouds
477,Dongsheng,CN,39.8161,109.9776,73.45,29,19,8.03,few clouds
478,La Merced,CO,5.4019,-75.8847,62.46,98,99,2.1,overcast clouds
479,Tucuman,AR,-26.8241,-65.2226,46.4,66,0,3.44,clear sky
480,Afyonkarahisar,TR,38.75,30.6667,60.93,47,0,4.45,clear sky
481,Port Hardy,CA,50.6996,-127.4199,60.98,82,75,10.36,broken clouds
482,Namestovo,SK,49.4079,19.4803,58.98,97,100,3.91,overcast clouds
483,Amot,NO,59.5714,7.9877,48.76,88,91,1.5,overcast clouds
484,Argayash,RU,55.4888,60.8767,69.49,69,100,8.93,overcast clouds
485,Tromso,NO,69.6496,18.957,47.05,87,90,3.0,light rain
486,Gorontalo,ID,0.5412,123.0595,88.38,61,24,6.29,few clouds
487,Sendafa,ET,9.15,39.0333,52.95,92,92,3.15,overcast clouds
488,Padang,ID,-0.9492,100.3543,84.25,77,100,3.74,light rain
489,Westport,US,41.1415,-73.3579,70.09,85,72,4.0,broken clouds
490,Haifa,IL,32.8156,34.9892,70.21,76,0,4.83,clear sky
491,Puerto Escondido,MX,15.85,-97.0667,83.23,69,75,4.61,broken clouds
492,Pandan,PH,14.0453,124.1694,88.27,65,100,13.0,overcast clouds
493,Malaryta,BY,51.7905,24.074,63.63,95,97,15.79,overcast clouds
494,Labuhan,ID,-6.8844,112.2051,86.41,56,70,2.84,broken clouds
495,Tilichiki,RU,60.4667,166.1,52.54,74,99,3.56,light rain
496,Wilmington,US,34.2257,-77.9447,76.91,95,1,8.05,clear sky
497,Sandakan,MY,5.8402,118.1179,88.16,54,80,5.14,broken clouds
498,Miles City,US,46.4083,-105.8406,83.37,20,1,9.22,clear sky
499,Brooks,CA,50.5834,-111.8851,86.04,31,100,9.89,overcast clouds
500,Lerwick,GB,60.1545,-1.1494,50.0,79,100,11.88,overcast clouds
501,Rondonopolis,BR,-16.4708,-54.6356,70.21,34,0,3.02,clear sky
502,Pringsewu,ID,-5.3582,104.9744,84.58,66,38,3.2,scattered clouds
503,Rudbar,AF,30.15,62.6,85.96,15,0,21.14,clear sky
504,Srivardhan,IN,18.0333,73.0167,80.8,82,99,16.37,overcast clouds
505,Santa Marta,CO,11.2408,-74.199,86.99,71,40,7.0,scattered clouds
506,Banjar,ID,-8.19,114.9675,80.46,61,91,0.67,overcast clouds
507,Matadi,CD,-5.8167,13.45,70.59,87,53,2.91,broken clouds
508,Gondanglegi,ID,-7.7479,112.0132,85.71,59,14,12.91,few clouds
509,Luderitz,NA,-26.6481,15.1594,62.17,37,0,6.29,clear sky
510,North Platte,US,41.1239,-100.7654,73.02,63,1,1.99,clear sky
511,Sandnessjoen,NO,66.0217,12.6316,46.58,72,96,9.35,overcast clouds
512,Coahuayana,MX,18.7333,-103.6833,85.48,86,63,1.54,broken clouds
513,Marsa Matruh,EG,31.3525,27.2453,78.93,86,0,12.19,clear sky
514,Kulhudhuffushi,MV,6.6221,73.07,83.05,73,99,13.22,overcast clouds
515,Naron,ES,43.5167,-8.1528,63.01,92,10,5.35,clear sky
516,Umm Kaddadah,SD,13.6017,26.6876,79.92,66,28,14.52,scattered clouds
517,Olinda,BR,-8.0089,-34.8553,73.13,83,40,9.22,scattered clouds
518,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.81,39,7,3.8,clear sky
519,Bridgetown,BB,13.1,-59.6167,80.69,78,0,9.48,clear sky
520,Levelland,US,33.5873,-102.378,71.19,72,83,13.94,broken clouds
521,Mazara Del Vallo,IT,37.6641,12.588,80.55,80,18,10.45,few clouds
522,Vylkove,UA,45.4021,29.586,73.87,89,0,9.6,clear sky
523,Onoda,JP,34.0014,131.1836,87.76,94,86,13.6,overcast clouds
524,Malakwal,PK,32.5536,73.2123,91.74,57,30,8.1,scattered clouds
525,Mitu,CO,1.1983,-70.1733,68.56,83,54,2.42,broken clouds
526,Ushtobe,KZ,45.2514,77.9838,87.26,12,0,12.1,clear sky
527,Moroni,KM,-11.7022,43.2551,73.33,77,4,14.14,clear sky
528,Arua,UG,3.0201,30.9111,63.23,87,83,8.08,broken clouds
529,Awjilah,LY,29.1081,21.2869,81.93,40,1,6.53,clear sky
530,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,90,98,12.59,overcast clouds
531,Cabatuan,PH,10.8794,122.486,87.57,66,99,14.45,overcast clouds
532,Garcia Hernandez,PH,9.6144,124.2946,85.75,74,86,17.09,overcast clouds
533,Husavik,IS,66.0449,-17.3389,53.22,73,100,1.72,overcast clouds
534,Dharchula,IN,29.85,80.5333,80.2,77,24,3.36,few clouds
535,Hudson Bay,CA,52.85,-102.3842,70.79,41,23,4.43,few clouds
536,Abu Samrah,SY,35.3029,37.1841,76.1,50,0,8.03,clear sky
537,Maniitsoq,GL,65.4167,-52.9,48.29,76,100,1.34,overcast clouds
538,Malia,GR,35.2833,25.4667,84.11,48,0,6.98,clear sky
539,Zaranj,AF,30.9667,61.8833,86.65,13,0,29.77,clear sky
540,At-Bashi,KG,41.1702,75.8106,63.57,50,100,0.87,overcast clouds
541,Kavaratti,IN,10.5669,72.642,82.27,74,59,15.35,broken clouds
542,Bardsir,IR,29.9227,56.5743,74.5,37,13,5.21,few clouds
543,Lebedinyy,RU,58.5167,125.5167,56.34,87,100,3.24,overcast clouds
544,Shache,CN,38.4167,77.2406,68.79,56,100,14.29,overcast clouds
545,Banepa,NP,27.6298,85.5214,75.52,83,40,5.75,scattered clouds
546,Korla,CN,41.7597,86.1469,80.31,16,73,6.96,broken clouds
547,Sainte-Maxime,FR,43.3,6.6333,71.64,50,31,15.37,scattered clouds
548,Cheyenne,US,41.14,-104.8203,66.9,56,100,1.99,overcast clouds
549,Reconquista,AR,-29.15,-59.65,49.68,70,0,4.81,clear sky
550,Barra Patuca,HN,15.8,-84.2833,79.3,88,33,8.39,scattered clouds
551,Adrar,MR,20.5022,-10.0711,89.29,33,44,6.73,scattered clouds
552,Pierre,US,44.3683,-100.351,77.86,49,1,3.0,clear sky
553,Chimore,BO,-16.9833,-65.1333,61.03,51,12,1.63,few clouds
554,Ruwi,OM,23.5996,58.5507,96.49,66,100,4.74,overcast clouds
555,Itoman,JP,26.1247,127.6694,88.18,79,75,17.27,broken clouds
556,Carhuaz,PE,-9.2819,-77.6447,55.76,76,16,8.05,few clouds
557,Kongolo,CD,-5.3833,27.0,71.33,43,17,2.1,few clouds
558,Inirida,CO,3.8653,-67.9239,70.83,97,88,1.41,overcast clouds
559,Svetlogorsk,BY,52.6333,29.7333,66.16,90,98,8.88,overcast clouds
560,Murray Bridge,AU,-35.1167,139.2667,59.49,41,7,18.12,moderate rain
561,Turiacu,BR,-1.6633,-45.3717,71.69,83,79,1.45,broken clouds
562,Oistins,BB,13.0667,-59.5333,80.11,78,0,9.33,clear sky
563,Artesia,US,33.8658,-118.0831,92.89,57,1,5.99,clear sky
564,Oum Hadjer,TD,13.2954,19.6966,73.81,82,100,10.4,overcast clouds
565,Bartow,US,27.8964,-81.8431,85.59,82,1,5.01,clear sky
566,Ola,RU,59.5833,151.2833,59.29,45,10,22.3,clear sky
567,Mbuji-Mayi,CD,-6.15,23.6,69.26,39,57,3.53,broken clouds
568,Kanchanaburi,TH,14.6333,99.1,82.92,69,99,8.75,light rain
569,Yeppoon,AU,-23.1333,150.7333,80.38,57,0,11.23,clear sky
570,Moindou,NC,-21.6924,165.677,73.35,52,0,12.88,clear sky
571,Gap,FR,44.6667,6.0,38.07,85,50,5.86,scattered clouds
572,Vung Tau,VN,10.346,107.0843,85.1,72,69,16.62,broken clouds
573,Starokostyantyniv,UA,49.7576,27.2034,69.46,66,57,13.62,broken clouds
574,Lasa,IT,46.6166,10.7002,51.62,89,84,4.88,broken clouds
575,Grand Gaube,MU,-20.0064,57.6608,71.35,67,7,18.43,clear sky
576,Gladstone,AU,-23.85,151.25,79.79,57,0,11.5,light rain
577,Hamada,JP,34.8833,132.0833,84.11,64,100,3.47,overcast clouds
578,Lodja,CD,-3.4833,23.4333,66.94,43,94,0.83,overcast clouds
579,Chinhoyi,ZW,-17.3667,30.2,51.78,76,2,3.76,clear sky
580,Verkhoyansk,RU,67.5447,133.385,72.09,25,0,4.27,clear sky
581,Tornio,FI,65.8481,24.1466,50.02,91,26,9.37,scattered clouds
582,Araouane,ML,18.9048,-3.5265,91.74,39,5,11.63,clear sky
583,Hualmay,PE,-11.0964,-77.6139,63.34,84,53,8.77,broken clouds
584,Songjianghe,CN,42.1859,127.479,69.12,97,100,0.69,moderate rain
585,Nara,JP,34.6851,135.8049,97.97,45,87,3.06,overcast clouds
586,Inhambane,MZ,-23.865,35.3833,60.19,87,0,5.19,clear sky
587,Fundacion,CO,10.5207,-74.185,85.66,82,90,5.03,overcast clouds
588,Kushmurun,KZ,52.4503,64.6311,76.26,56,18,6.29,few clouds
589,Myingyan,MM,21.4667,95.3833,80.85,71,100,11.43,overcast clouds
590,Luganville,VU,-15.5333,167.1667,75.65,59,35,10.33,scattered clouds
591,Fort Nelson,CA,58.8053,-122.7002,81.81,49,0,4.36,clear sky
592,Kamenka,RU,51.3223,42.7678,71.73,64,4,5.55,clear sky
593,Albury,AU,-36.0833,146.9167,58.1,62,0,5.01,clear sky
594,Mecca,SA,21.4267,39.8261,86.88,44,9,6.31,clear sky
595,Staraya Kulatka,RU,52.7167,47.6167,74.62,59,49,1.28,scattered clouds
596,Aneho,TG,6.2333,1.6,75.2,88,27,8.57,scattered clouds
597,Gambela,ET,8.25,34.5833,69.22,97,100,1.25,light rain
598,Pangkalanbuun,ID,-2.6833,111.6167,89.35,51,64,4.85,broken clouds
599,Mancio Lima,BR,-7.6142,-72.8958,67.48,68,6,1.41,clear sky
600,Tamiahua,MX,21.2667,-97.45,80.17,84,6,7.56,clear sky
601,Male,MV,4.1748,73.5089,81.41,77,100,10.69,overcast clouds
602,Barabai,ID,-2.5833,115.3833,90.14,53,74,1.9,broken clouds
603,Moorhead,US,46.8739,-96.7676,69.98,62,1,0.0,smoke
604,Kaeo,NZ,-35.1,173.7833,64.33,58,17,10.96,few clouds
605,Santa Catalina,PH,9.3337,122.8637,85.62,73,94,12.97,overcast clouds
606,Sargans,CH,47.049,9.441,57.27,95,31,2.68,scattered clouds
607,Brigantine,US,39.4101,-74.3646,70.09,91,38,4.56,scattered clouds
608,Coruripe,BR,-10.1256,-36.1756,71.8,73,3,9.73,clear sky
609,Iwanai,JP,42.9744,140.5089,82.36,85,61,3.76,broken clouds
610,Worthing,GB,50.8145,-0.3713,58.98,91,12,1.01,few clouds
611,North Branch,US,45.5113,-92.9802,69.4,81,30,6.31,scattered clouds
612,Khani,GE,41.9563,42.9566,58.57,89,9,3.38,clear sky
613,Bardiyah,LY,31.7561,25.0865,78.35,82,0,12.01,clear sky
614,Camacari,BR,-12.6975,-38.3242,71.37,91,79,10.33,broken clouds
615,Xiaoshi,CN,41.2971,124.1209,75.25,67,100,2.86,overcast clouds
616,Urubicha,BO,-15.3833,-62.95,67.78,27,4,6.02,clear sky
617,Montepuez,MZ,-13.1256,38.9997,58.55,86,0,4.09,clear sky
618,Asosa,ET,10.0667,34.5333,59.81,84,79,3.06,light rain
619,Gravdal,NO,68.1214,13.5031,48.06,79,100,12.68,overcast clouds
620,Yaan,NG,7.3833,8.5667,71.28,96,100,3.44,overcast clouds
621,Dracena,BR,-21.4843,-51.535,58.42,58,44,7.05,scattered clouds
622,Xam Nua,LA,20.4197,104.0439,74.12,87,100,2.24,overcast clouds
623,Goundam,ML,16.4145,-3.6708,86.09,49,14,14.2,few clouds
624,Nicoya,CR,10.1483,-85.452,78.35,87,100,4.12,overcast clouds
625,Atherton,GB,53.5237,-2.4935,56.59,77,100,3.02,overcast clouds
626,Ottawa,CA,45.4112,-75.6981,62.04,89,97,1.01,overcast clouds
627,Montijo,PT,38.7067,-8.9739,69.67,92,75,4.61,broken clouds
628,Muros,ES,42.7762,-9.0603,66.83,93,86,6.96,overcast clouds
629,Galeana,MX,24.8333,-100.0667,63.32,66,35,1.83,scattered clouds
630,Pocinhos,BR,-7.0767,-36.0611,62.78,88,35,14.29,scattered clouds
631,Cairo,EG,30.0626,31.2497,83.16,25,0,8.05,haze
632,Thunder Bay,CA,48.4001,-89.3168,62.29,80,96,4.36,overcast clouds
633,Kautokeino,NO,69.0125,23.0412,41.65,79,86,1.36,overcast clouds
634,Rodrigues Alves,BR,-7.738,-72.6509,67.84,64,6,1.77,clear sky
635,Toamasina,MG,-18.1667,49.3833,65.79,87,66,5.06,light rain
636,Qurayyat,SA,31.3318,37.3428,76.89,33,0,8.48,clear sky
637,Evensk,RU,61.95,159.2333,51.22,71,100,16.62,overcast clouds
638,Aleksandrovskoye,RU,44.7142,43.0008,64.54,58,0,0.58,clear sky
639,Molteno,ZA,-31.3968,26.3625,39.85,48,54,2.93,broken clouds
640,Huarmey,PE,-10.0681,-78.1522,64.53,85,44,8.32,scattered clouds
641,Caravelas,BR,-17.7125,-39.2481,66.97,75,73,8.5,broken clouds
642,Morgan City,US,29.6994,-91.2068,82.99,100,40,3.44,scattered clouds
643,Cockburn Town,TC,21.4612,-71.1419,82.06,79,100,20.47,overcast clouds
644,Sobolevo,RU,54.4299,31.8996,63.37,96,95,7.11,overcast clouds
645,Vagay,RU,57.9375,69.0217,64.09,86,6,8.52,clear sky
646,Kilindoni,TZ,-7.9139,39.6668,75.65,75,5,14.88,clear sky
647,La Ronge,CA,55.1001,-105.2842,77.25,47,75,2.3,smoke
648,Shelbyville,US,35.4834,-86.4603,72.84,61,1,3.44,clear sky
649,Sao Francisco De Assis,BR,-29.5503,-55.1311,48.92,86,0,4.09,clear sky
650,Jizan,SA,17.3333,42.6667,87.33,56,100,4.47,overcast clouds
651,Kjollefjord,NO,70.9457,27.3465,44.42,93,75,18.41,heavy intensity rain
652,Christchurch,NZ,-43.5333,172.6333,55.33,81,75,5.99,broken clouds
653,Maloy,NO,61.9353,5.1136,53.33,80,13,13.96,few clouds
654,Arman,RU,59.7,150.1667,59.97,41,6,30.06,clear sky
655,Fuente De Oro,CO,3.4594,-73.6128,68.85,88,100,2.64,overcast clouds
656,Dudinka,RU,69.4058,86.1778,63.01,71,93,5.48,overcast clouds
657,Bryan,US,30.6744,-96.37,85.62,77,75,3.44,broken clouds
658,Biak,ID,-0.9131,122.8766,82.15,71,18,5.68,few clouds
659,Abu Dhabi,AE,24.4667,54.3667,87.91,54,64,4.05,broken clouds
660,Pando,UY,-34.7167,-55.95,46.49,93,90,2.3,fog
661,Roma,US,43.2128,-75.4557,62.85,94,90,0.0,overcast clouds
662,Nakatunguru,TZ,-2.1167,33.0667,70.11,57,11,15.23,few clouds
663,Nabire,ID,-3.3667,135.4833,86.94,64,25,4.7,scattered clouds
664,Sicamous,CA,50.8331,-118.9856,77.99,93,100,1.3,overcast clouds
665,Yankton,US,42.8711,-97.3973,66.45,63,1,3.44,haze
666,Ciudad Bolivar,VE,8.1222,-63.5497,76.59,84,99,5.06,overcast clouds
667,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,70.39,43,20,6.71,few clouds
668,Atbasar,KZ,51.8,68.3333,77.99,50,13,10.54,few clouds
669,Connersville,US,39.6412,-85.1411,67.17,75,0,7.83,clear sky
670,Flin Flon,CA,54.7682,-101.865,73.15,40,1,4.56,clear sky
671,Zheleznodorozhnyy,RU,55.7503,38.0042,68.36,91,100,3.62,overcast clouds
